id,title,authors,abstract,field,field_multi,is_AP,is_NA
2502.09550v1,A Nitsche method for incompressible fluids with general dynamic boundary conditions,Pablo Alexei Gazca-Orozco; Franz Gmeineder; Erika Maringová Kokavcová; Tabea Tscherpel,"Both Newtonian and non-Newtonian fluids may exhibit complex slip behaviour at the boundary. We examine a broad class of slip boundary conditions that generalises the commonly used Navier slip, perfect slip, stick-slip and Tresca friction boundary conditions. In particular, set-valued, non-monotone, noncoercive and dynamic relations may occur. For a unifying framework of such relations, we present a fully discrete numerical scheme for the time-dependent Navier-Stokes equations subject to impermeability and general slip type boundary conditions on polyhedral domains. Based on compactness arguments, we prove convergence of subsequences, finally ensuring the existence of a weak solution. The numerical scheme uses a general inf-sup stable pair of finite element spaces for the velocity and pressure, a regularisation approach for the implicit slip boundary condition and, most importantly, a Nitsche method to impose the impermeability and a backward Euler time stepping. One of the key tools in the convergence proof is an inhomogeneous Korn inequality that includes a normal trace term.",NA,NA,0,1
2502.09537v1,Explicit and CPU/GPU parallel energy-preserving schemes for the Klein-Gordon-Schrödinger equations,Xuelong Gu; Yushun Wang; Ziyu Wu; Jiaquan Gao; Wenjun Cai,"A highly efficient energy-preserving scheme for univariate conservative or dissipative systems was recently proposed in [Comput. Methods Appl. Mech. Engrg. 425 (2024) 116938]. This scheme is based on a grid-point partitioned averaged vector field (AVF) method, allowing for pointwise decoupling and easy implementation of CPU parallel computing. In this article, we further extend this idea to multivariable coupled systems and propose a dual-partition AVF method that employs a dual partitioning strategy based on both variables and grid points. The resulting scheme is decoupled, energy-preserving, and exhibits greater flexibility. For the Klein-Gordon-Schr\""odinger equations, we apply the dual-partition AVF method and construct fully explicit energy-preserving schemes with pointwise decoupling, where the computational complexity per time step is $\mathcal{O}(N^d)$, with $d$ representing the problem dimension and $N$ representing the number of grid points in each direction. These schemes not only enable CPU parallelism but also support parallel computing on GPUs by adopting an update strategy based on a checkerboard grid pattern, significantly improving the efficiency of solving high-dimensional problems. Numerical experiments confirm the conservation properties and high efficiency of the proposed schemes.",NA,NA,0,1
2502.19430v1,A systematic literature review on the application of analytical approaches and mathematical programming in public bus transit network design and operations planning: Part II,Reza Mahmoudi; Saeid Saidi; S. Chan Wirasinghe,"Among all public transit modes, bus transit systems stand out as the most prevalent and popular. This prominence has spurred a significant body of research addressing various aspects of bus systems. In the literature, analytical approaches and mathematical programming are predominantly used to explore the Public Bus Transit Network Design Problem and Operations Planning (PBTNDP&OP). Part I of our study presented statistical analyses of literature applying these methodologies to PBTNDP&OP, along with a comprehensive review of analytical papers, highlighting the strengths and weaknesses of each approach. In Part II, we delve into the applications of mathematical programming within PBTNDP&OP, building upon the 15 major sub-categories identified in Part I. We have critically analyzed the identified papers within these sub-categories from various perspectives, including the problems investigated, modeling methods employed, decision variables, network structures, and key findings. This critical review highlights selected papers in each category. Finally, acknowledging existing research gaps, we propose potential extensions for future research. Despite the extensive array of publications, numerous topics still warrant further exploration. Notably, sustainable PBTNDP&OP and challenges associated with integrating emerging technologies are poised to dominate future research agendas.",NA,NA,0,1
2502.09508v1,A systematic literature review on the application of analytical approaches and mathematical programming in public bus transit network design and operations planning: Part I,Reza Mahmoudi; Saeid Saidi; S. Chan Wirasinghe,"The Public Bus Transit Network Design Problem and Operations Planning (PBTNDP&OP) remains a core research area within transportation, in particular, because of the emergence of new transit technologies and services. Analytical approaches and mathematical programming are the most commonly applied methodologies to study this problem. Many studies utilize either of these two methods, often viewed as competing due to the unique benefits each provides that the other does not. This two-part paper systematically reviews the application of analytical approaches and mathematical programming in PBTNDP&OP, analyzing publications from 1968 to 2021. It begins by comparing analytical methods and mathematical programming through various statistical analyses, including the number of published papers, the most active journals and authors, keyword frequencies, keyword co-occurrence maps, and co-authorship maps. Subsequent analysis of the identified papers includes examinations from multiple perspectives: the problems investigated, modeling methods used, decision variables considered, network structures, and key findings. This is followed by a critical review of selected papers. The paper concludes by discussing the advantages and disadvantages of each approach and suggests potential extensions for future research based on identified gaps in existing studies.",NA,NA,0,1
2502.09429v1,Fatigue reliability analysis of offshore wind turbines under combined wind-wave excitation via DPIM,Jingyi Ding; Hanshu Chen; Xiaoting Liu; Youssef F. Rashed; Zhuojia Fu,"As offshore wind turbines develop into deepwater operations, accurately quantifying the impact of stochastic excitations in complex sea environments on offshore wind turbines and conducting structural fatigue reliability analysis has become challenging. In this paper, based on long-term wind-wave reanalysis data from a site in the South China Sea, a novel direct probability integral method (DPIM) is developed for the stochastic response and fatigue reliability analyses of the key components for the floating offshore wind turbine structures under combined wind-wave excitation. A 5MW floating offshore wind turbine is considered as the research object, and a fully coupled dynamic response analysis of the wind turbine system is conducted to calculate the short-term fatigue damage value of tower base and blade root. The DPIM is applied to calculate the fatigue reliability of the wind turbine structure. The accuracy and efficiency of the proposed method are validated by comparing the obtained results with those of Monte Carlo simulations. Furthermore, the results indicate that the fatigue life of floating offshore wind turbine structures under combined wind-wave excitation meets the design requirements. Notably, the fatigue reliability of the wind turbine under aligned wind-wave condition is lower compared to misaligned wind-wave condition.",NA,NA,0,1
2502.09428v1,Multicontinuum Modeling of Time-Fractional Diffusion-Wave Equation in Heterogeneous Media,Huiran Bai; Dmitry Ammosov; Yin Yang; Wei Xie; Mohammed Al Kobaisi,"This paper considers a time-fractional diffusion-wave equation with a high-contrast heterogeneous diffusion coefficient. A numerical solution to this problem can present great computational challenges due to its multiscale nature. Therefore, in this paper, we derive a multicontinuum time-fractional diffusion-wave model using the multicontinuum homogenization method. For this purpose, we formulate constraint cell problems considering various homogenized effects. These cell problems are implemented in oversampled regions to avoid boundary effects. By solving the cell problems, we obtain multicontinuum expansions of fine-scale solutions. Then, using these multicontinuum expansions and supposing the smoothness of the macroscopic variables, we rigorously derive the corresponding multicontinuum model. Finally, we present numerical results for two-dimensional model problems with different time-fractional derivatives to verify the accuracy of our proposed approach.",AP_NA,AP;NA,1,1
2502.09413v2,Analysis of harmonic average method for interface problems with discontinuous solutions and fluxes,Kejia Pan; Hengrui Xu; Zhilin Li,"Harmonic average method has been widely utilized to deal with heterogeneous coefficients in solving differential equations. One remarkable advantage of the harmonic averaging method is that no derivative of the coefficient is needed. Furthermore, the coefficient matrix of the finite difference equations is an M-matrix which guarantees the stability of the algorithm. It has been numerically observed but not theoretically proved that the method produces second order pointwise accuracy when the solution and flux are continuous even if the coefficient has finite discontinuities for which the method is inconsistent ($O(1)$ in the local truncation errors). It has been believed that there are some fortunate error cancellations. The harmonic average method does not converge when the solution or the flux has finite discontinuities. In this paper, not only we rigorously prove the second order convergence of the harmonic averaging method for one-dimensional interface problem when the coefficient has a finite discontinuities and the solution and the flux are continuous, but also proposed an {\em improved harmonic average method} that is also second order accurate (in the $L^{\infty}$ norm), which allows discontinuous solutions and fluxes along with the discontinuous coefficients. The key in the convergence proof is the construction of the Green's function. The proof shows how the error cancellations occur in a subtle way. Numerical experiments in both 1D and 2D confirmed the theoretical proof of the improved harmonic average method.",NA,NA,0,1
2502.09410v1,Parameter Robust Isogeometric Methods for a Four-Field Formulation of Biot's Consolidation Model,Hanyu Chu; Luca Franco Pavarino,"In this paper, a novel isogeometric method for Biot's consolidation model is constructed and analyzed, using a four-field formulation where the unknown variables are the solid displacement, solid pressure, fluid flux, and fluid pressure. Mixed isogeometric spaces based on B-splines basis functions are employed in the space discretization, allowing a smooth representation of the problem geometry and solution fields. The main result of the paper is the proof of optimal error estimates that are robust with respect to material parameters for all solution fields, particularly in the case of nearly incompressible materials. The analysis does not require a uniformly positive storage coefficient. The results of numerical experiments in two and three dimensions confirm the theoretical error estimates and high-order convergence rates attained by the proposed isogeometric Biot discretization and assess its performance with respect to the mesh size, spline polynomial degree, spline regularity, and material parameters.",NA,NA,0,1
2502.09398v1,Domain Overlapping Algorithm with Nonlinear Mapping for Collocation-Based Solutions of Eigenvalue Problems,Jinwei Yang; Vinod Srinivasan,"This paper presents four novel domain decomposition algorithms integrated with nonlinear mapping techniques to address collocation-based solutions of eigenvalue problems involving sharp interfaces or steep gradients. The proposed methods leverage the spectral accuracy of Chebyshev polynomials while overcoming limitations of existing tools like Chebfun, particularly in preserving higher-order derivative continuity and enabling flexible node clustering near discontinuities. Key findings include the following: for algorithm Performance: The one-point overlap method demonstrated significant improvements over global mapping approaches, reducing required grid points by orders of magnitude while maintaining spectral convergence. The two-point overlap method further methods generalized the approach, allowing arbitrary node distributions and nonlinear mappings. These achieved exponential error reduction for Burgers equation) by combining Taylor expansions with Chebyshev derivatives in overlap regions. While Chebfun splitting strategy automates domain decomposition, it enforces only C0 continuity, leading to discontinuous higher derivatives. In contrast, the proposed algorithms preserved smoothness up to CN continuity, critical for eigenvalue problems in hydrodynamic stability and nonlinear BVPs. Validation on 3D channel flow with viscosity stratification and Burgers equation highlighted the methods robustness. For instance, eigenvalue calculations for miscible core-annular flows matched prior results while resolving sharp viscosity gradients with fewer nodes.",NA,NA,0,1
2502.09381v1,Entropy stable reduced order modeling of nonlinear conservation laws using discontinuous Galerkin methods,Ray Qu; Akil Narayan; Jesse Chan,"Reduced order models (ROMs) are inexpensive surrogate models that reduce costs associated with many-query scenarios. Current methods for constructing entropy stable ROMs for nonlinear conservation laws utilize full order models (FOMs) based on finite volume methods (FVMs). This work describes how to generalize the construction of entropy stable ROMs from FVM FOMs to high order discontinuous Galerkin (DG) FOMs. Significant innovations of our work include the introduction of a new ""test basis"" which significantly improves accuracy for DG FOMs, a dimension-by-dimension hyper-reduction strategy, and a simplification of the boundary hyper-reduction step based on ""Carath\'eodory pruning"".",NA,NA,0,1
2502.09371v1,An initial-corrected splitting approach for convection-diffusion-reaction problems,Thi Tam Dang; Lukas Einkemmer; Alexander Ostermann,"Splitting methods constitute a well-established class of numerical schemes for solving convection-diffusion-reaction problems. They have been shown to be effective in solving problems with periodic boundary conditions. However, in the case of Dirichlet boundary conditions, order reduction has been observed even with homogeneous boundary conditions. In this paper, we propose a novel splitting approach, the so-called `initial-corrected splitting method', which succeeds in overcoming order reduction. A convergence analysis is performed to demonstrate second-order convergence of this modified Strang splitting method. Furthermore, we conduct numerical experiments to illustrate the performance of the newly developed splitting approach.",NA,NA,0,1
2502.09336v3,A finite element scheme for an optimal control problem on steady Navier-Stokes-Brinkman equations,Jorge Aguayo Araneda; Julie Merten,"This paper presents a rigorous finite element framework for solving an optimal control problem governed by the steady Navier-Stokes-Brinkman equations, focusing on identifying a scalar permeability parameter $\gamma$ from local velocity observations. Three different finite element discretization schemes are proposed, and a priori error estimates are proven under appropriate regularity assumptions for each one. A key contribution of this paper is the development of residual-based a posteriori error estimators for both fully discrete and semi-discrete schemes, guiding adaptive mesh refinement to achieve comparable accuracy with fewer degrees of freedom. The method of manufactured solutions is used for numerical experiments to validate the theoretical findings, to demonstrate optimal convergence rates and the effectivity index is evaluated to measure their reliability. The framework offers insights into flow control mechanisms and paving the way for extensions to time-dependent, stochastic, or multiphysics problems.",NA,NA,0,1
2502.09165v2,Generalizing Reduced Rank Extrapolation to Low-Rank Matrix Sequences,Pascal den Boef; Patrick Kürschner; Xiaobo Liu; Jos Maubach; Jens Saak; Wil Schilders; Jonas Schulze; Nathan van de Wouw,"Reduced rank extrapolation (RRE) is an acceleration method typically used to accelerate the iterative solution of nonlinear systems of equations using a fixed-point process. In this context, the iterates are vectors generated from a fixed-point mapping function. However, when considering the iterative solution of large-scale matrix equations, the iterates are low-rank matrices generated from a fixed-point process for which, generally, the mapping function changes in each iteration. To enable acceleration of the iterative solution for these problems, we propose two novel generalizations of RRE. First, we show how to effectively compute RRE for sequences of low-rank matrices. Second, we derive a formulation of RRE that is suitable for fixed-point processes for which the mapping function changes each iteration. We demonstrate the potential of the methods on several numerical examples involving the iterative solution of large-scale Lyapunov and Riccati matrix equations.",NA,NA,0,1
2502.09159v2,An hp Multigrid Approach for Tensor-Product Space-Time Finite Element Discretizations of the Stokes Equations,Nils Margenberg; Peter Munch; Markus Bause,"We present a monolithic $hp$ space-time multigrid method for tensor-product space-time finite element discretizations of the Stokes equations. Geometric and polynomial coarsening of the space-time mesh is performed, and the entire algorithm is expressed through rigorous mathematical mappings. For the discretization, we use inf-sup stable pairs $\mathbb Q_{r+1}/\mathbb P_{r}^{\text{disc}}$ of elements in space and a discontinuous Galerkin (DG$(k)$) discretization in time with piecewise polynomials of order $k$. The key novelty of this work is the application of $hp$ multigrid techniques in space and time, facilitated and accelerated by the matrix-free capabilities of the deal.II library. While multigrid methods are well-established for stationary problems, their application in space-time formulations encounter unique challenges, particularly in constructing suitable smoothers. To overcome these challenges, we employ a space-time cell-wise Vanka smoother. Extensive tests on high-performance computing platforms demonstrate the efficiency of our $hp$ multigrid approach on problem sizes exceeding a trillion degrees of freedom (dofs), sustaining throughputs of hundreds of millions of dofs per second.",NA,NA,0,1
2502.09025v1,Physics-based Machine Learning for Computational Fracture Mechanics,Fadi Aldakheel; Elsayed S. Elsayed; Yousef Heider; Oliver Weeger,"This study introduces a physics-based machine learning framework for modeling both brittle and ductile fractures. Unlike physics-informed neural networks, which solve partial differential equations by embedding physical laws as soft constraints in loss functions and enforcing boundary conditions via collocation points, our framework integrates physical principles, such as the governing equations and constraints, directly into the neural network architecture. This approach eliminates the dependency on problem-specific retraining for new boundary value problems, ensuring adaptability and consistency. By embedding constitutive behavior into the network's foundational design, our method represents a significant step toward unifying material modeling with machine learning for computational fracture mechanics. Specifically, a feedforward neural network is designed to embed physical laws within its architecture, ensuring thermodynamic consistency. Building on this foundation, synthetic datasets generated from finite element-based phase-field simulations are employed to train the proposed framework, focusing on capturing the homogeneous responses of brittle and ductile fractures. Detailed analyses are performed on the stored elastic energy and the dissipated work due to plasticity and fracture, demonstrating the capability of the framework to predict essential fracture features. The proposed physics-based machine learning framework overcomes the shortcomings of classical machine learning models, which rely heavily on large datasets and lack guarantees of physical principles. By leveraging its physics-integrated design, the physics-based machine learning framework demonstrates exceptional performance in predicting key properties of brittle and ductile fractures with limited training data.",NA,NA,0,1
2502.08998v1,Generic Structural Stability for $2 \times 2$ Systems of Hyperbolic Conservation Laws,Hong Kiat Tan; Andrea L. Bertozzi,"This paper presents a proof of generic structural stability for Riemann solutions to $2 \times 2$ system of hyperbolic conservation laws in one spatial variable, without diffusive terms. This means that for almost every left and right state, shocks and rarefaction solutions of the same type are preserved via perturbations of the flux functions. The main assumptions for this proof involve standard assumptions on strict hyperbolicity and genuine non-linearity, a technical assumption on directionality of rarefaction curve, and the regular manifold (submersion) assumption motivated by concepts in differential topology. We show that the structural stability of the Riemann solutions is related to the transversality of the Hugoniot loci and rarefaction curves in the state space. The regular manifold assumption is required to invoke a variant of a theorem from differential topology, Thom's parametric transversality theorem, to illustrate the genericity of transversality of these curves. This in turn implies the genericity of structural stability. We then illustrate the applications of this theorem to two examples: the p-system and a $2 \times 2$ system governing the evolution of gravity-driven monodisperse particle-laden thin films. In particular, we illustrate how one can verify all the above assumptions for the former, and apply the theorem to different numerical and physical aspects of the system governing the latter.",AP_NA,AP;NA,1,1
2502.08951v1,Asymptotic-Preserving Dynamical Low-Rank Method for the Stiff Nonlinear Boltzmann Equation,Lukas Einkemmer; Jingwei Hu; Shiheng Zhang,"In kinetic theory, numerically solving the full Boltzmann equation is extremely expensive. This is because the Boltzmann collision operator involves a high-dimensional, nonlinear integral that must be evaluated at each spatial grid point and every time step. The challenge becomes even more pronounced in the fluid (strong collisionality) regime, where the collision operator exhibits strong stiffness, causing explicit time integrators to impose severe stability restrictions. In this paper, we propose addressing this problem through a dynamical low-rank (DLR) approximation. The resulting algorithm requires evaluating the Boltzmann collision operator only $r^2$ times, where $r$, the rank of the approximation, is much smaller than the number of spatial grid points. We propose a novel DLR integrator, called the XL integrator, which reduces the number of steps compared to the available alternatives (such as the projector splitting or basis update & Galerkin (BUG) integrator). For a class of problems including the Boltzmann collision operator which enjoys a separation property between physical and velocity space, we further propose a specialized version of the XL integrator, called the sXL integrator. This version requires solving only one differential equation to update the low-rank factors. Furthermore, the proposed low-rank schemes are asymptotic-preserving, meaning they can capture the asymptotic fluid limit in the case of strong collisionality. Our numerical experiments demonstrate the efficiency and accuracy of the proposed methods across a wide range of regimes, from non-stiff (kinetic) to stiff (fluid).",AP_NA,AP;NA,1,1
2502.08783v1,Learning Discontinuous Galerkin Solutions to Elliptic Problems via Small Linear Convolutional Neural Networks,Adrian Celaya; Yimo Wang; David Fuentes; Beatrice Riviere,"In recent years, there has been an increasing interest in using deep learning and neural networks to tackle scientific problems, particularly in solving partial differential equations (PDEs). However, many neural network-based methods, such as physics-informed neural networks, depend on automatic differentiation and the sampling of collocation points, which can result in a lack of interpretability and lower accuracy compared to traditional numerical methods. To address this issue, we propose two approaches for learning discontinuous Galerkin solutions to PDEs using small linear convolutional neural networks. Our first approach is supervised and depends on labeled data, while our second approach is unsupervised and does not rely on any training data. In both cases, our methods use substantially fewer parameters than similar numerics-based neural networks while also demonstrating comparable accuracy to the true and DG solutions for elliptic problems.",NA,NA,0,1
2502.08641v2,Constructing optimal Wannier functions via potential theory: isolated single band for matrix models,Hanwen Zhang,"We present a rapidly convergent scheme for computing globally optimal Wannier functions of isolated single bands for matrix models in two dimensions. The scheme proceeds first by constructing provably exponentially localized Wannier functions directly from parallel transport (with simple analytically computable corrections) when topological obstructions are absent. We prove that the corresponding Wannier functions are real when the matrix model possesses time-reversal symmetry. When a band has a nonzero Berry curvature, the resulting Wannier function is not optimal, but it is transformed into the global optimum by a single gauge transformation that eliminates the divergence of the Berry connection. Complete analysis of the construction is presented, paving the way for further improvements and generalizations. The performance of the scheme is illustrated with several numerical examples.",NA,NA,0,1
2502.08571v1,Projection Methods in the Context of Nematic Crystal Flow,Maximilian E. V. Reiter,"We present a continuous and a discontinuous linear Finite Element method based on a predictor-corrector scheme for the numerical approximation of the Ericksen-Leslie equations, a model for nematic liquid crystal flow including a non-convex unit-sphere constraint. As predictor step we propose a linear semi-implicit Finite Element discretization which naturally offers a local orthogonality relation between the approximate director field and its time derivative. Afterwards an explicit discrete projection onto the unit-sphere constraint is applied without increasing the modeled energy. For the Finite Element approximation of the director field, we compare the usage of a discrete inner product, usually referred to as mass-lumping, for a globally continuous, piecewise linear discretization to a piecewise constant, discontinuous Galerkin approach. Discrete well-posedness results and energy laws are established. Conditional convergence of the approximate solutions to energy-variational solutions of the Ericksen-Leslie equations is shown for a time-step restriction, see Theorems 1 and 2. Computational studies indicate the efficiency of the proposed linearization and the improved accuracy by including a projection step in the algorithm.",NA,NA,0,1
2502.08553v1,Comprehensive Review of Analytical and Numerical Approaches in Earth-to-Air Heat Exchangers and Exergoeconomic Evaluations,Saeed Asadi; Mohsen Mohammadagha; Hajar Kazemi Naeini,"In recent decades, Earth-to-Air Heat Exchangers (EAHEs), also known as underground air ducts, have garnered significant attention for their ability to provide energy-efficient cooling and heating solutions while maintaining a minimal environmental footprint. These systems leverage the relatively stable underground temperature to regulate indoor climates, reducing reliance on conventional heating, ventilation, and air conditioning (HVAC) systems. This review systematically categorizes and synthesizes research on EAHEs into three primary areas: analytical, numerical, and exergoeconomic studies. Analytical approaches focus on developing theoretical models to predict thermal performance, while numerical simulations provide insights into system optimization and real-world applications. Exergoeconomic analyses, integrating thermodynamic efficiency with economic considerations, offer valuable perspectives on cost-effectiveness and long-term viability. By consolidating existing contributions across these domains, this study serves as a comprehensive reference for researchers, engineers, and policymakers seeking to enhance the design, implementation, and performance of EAHE systems. The findings emphasize the pivotal role of EAHEs in reducing energy consumption, lowering greenhouse gas emissions, and improving economic sustainability. Additionally, this review identifies key challenges, including soil thermal conductivity variations, moisture effects, and system integration with renewable energy sources, which require further investigation. By addressing these challenges, EAHEs can be further optimized to serve as a cornerstone in sustainable energy management, contributing to global efforts toward energy-efficient building solutions and climate change mitigation.",NA,NA,0,1
2502.08470v1,Numerical Schemes for Signature Kernels,Thomas Cass; Francesco Piatti; Jeffrey Pei,"Signature kernels have emerged as a powerful tool within kernel methods for sequential data. In the paper ""The Signature Kernel is the solution of a Goursat PDE"", the authors identify a kernel trick that demonstrates that, for continuously differentiable paths, the signature kernel satisfies a Goursat problem for a hyperbolic partial differential equation (PDE) in two independent time variables. While finite difference methods have been explored for this PDE, they face limitations in accuracy and stability when handling highly oscillatory inputs. In this work, we introduce two advanced numerical schemes that leverage polynomial representations of boundary conditions through either approximation or interpolation techniques, and rigorously establish the theoretical convergence of the polynomial approximation scheme. Experimental evaluations reveal that our approaches yield improvements of several orders of magnitude in mean absolute percentage error (MAPE) compared to traditional finite difference schemes, without increasing computational complexity. Furthermore, like finite difference methods, our algorithms can be GPU-parallelized to reduce computational complexity from quadratic to linear in the length of the input sequences, thereby improving scalability for high-frequency data. We have implemented these algorithms in a dedicated Python library, which is publicly available at: https://github.com/FrancescoPiatti/polysigkernel.",AP_NA,AP;NA,1,1
2502.08464v1,A Dynamical Variable-separation Method for Parameter-dependent Dynamical Systems,Liang Chen; Yaru Chen; Qiuqi Li; Tao Zhou,"This paper proposes a dynamical Variable-separation method for solving parameter-dependent dynamical systems. To achieve this, we establish a dynamical low-rank approximation for the solutions of these dynamical systems by successively enriching each term in the reduced basis functions via a greedy algorithm. This enables us to reformulate the problem to two decoupled evolution equations at each enrichment step, of which one is a parameter-independent partial differential equation and the other one is a parameter-dependent ordinary differential equation. These equations are directly derived from the original dynamical system and the previously separate representation terms. Moreover, the computational process of the proposed method can be split into an offline stage, in which the reduced basis functions are constructed, and an online stage, in which the efficient low-rank representation of the solution is employed. The proposed dynamical Variable-separation method is capable of offering reduced computational complexity and enhanced efficiency compared to many existing low-rank separation techniques. Finally, we present various numerical results for linear/nonlinear parameter-dependent dynamical systems to demonstrate the effectiveness of the proposed method.",AP_NA,AP;NA,1,1
2502.08370v1,Space-time parallel iterative solvers for the integration of parabolic problems,Andrés Arrarás; Francisco J. Gaspar; Iñigo Jimenez-Ciga; Laura Portero,"In view of the existing limitations of sequential computing, parallelization has emerged as an alternative in order to improve the speedup of numerical simulations. In the framework of evolutionary problems, space-time parallel methods offer the possibility to optimize parallelization. In the present paper, we propose a new family of these methods, built as a combination of the well-known parareal algorithm and suitable splitting techniques which permit us to parallelize in space. In particular, dimensional and domain decomposition splittings are considered for partitioning the elliptic operator, and first-order splitting time integrators are chosen as the propagators of the parareal algorithm to solve the resulting split problem. The major contribution of these methods is that, not only does the fine propagator perform in parallel, but also the coarse propagator. Unlike the classical version of the parareal algorithm, where all processors remain idle during the coarse propagator computations, the newly proposed schemes utilize the computational cores for both integrators. A convergence analysis of the methods is provided, and several numerical experiments are performed to test the solvers under consideration.",NA,NA,0,1
2502.08306v1,A posteriori error control for a finite volume scheme for a cross-diffusion model of ion transport,Arne Berrens; Jan Giesselmann,"We derive a reliable a posteriori error estimate for a cell-centered finite volume scheme approximating a cross-diffusion system modeling ion transport through nanopores. To this end we derive an abstract stability framework that is independent of the numerical scheme and introduce a suitable (conforming) reconstruction of the numerical solution. The stability framework relies on some simplifying assumption that coincide with those made in weak uniqueness results for this system. This is the first a posteriori error estimate for a cross-diffusion system. Along the way, we derive a pointwise a posteriori error estimate for a finite volume scheme approximating the diffusion equation. We conduct numerical experiments showing that the error estimator scales with the same order as the true error.",NA,NA,0,1
2502.08295v1,Learning large scale industrial physics simulations,Fabien Casenave,"In an industrial group like Safran, numerical simulations of physical phenomena are integral to most design processes. At Safran's corporate research center, we enhance these processes by developing fast and reliable surrogate models for various physics. We focus here on two technologies developed in recent years. The first is a physical reduced-order modeling method for non-linear structural mechanics and thermal analysis, used for calculating the lifespan of high-pressure turbine blades and performing heat analysis of high-pressure compressors. The second technology involves learning physics simulations with non-parameterized geometrical variability using classical machine learning tools, such as Gaussian process regression. Finally, we present our contributions to the open-source and open-data community.",NA,NA,0,1
2502.08194v1,Forward and Inverse Problems in Nonlinear Acoustics,Barbara Kaltenbacher,"The importance of ultrasound is well established in the imaging of human tissue. In order to enhance image quality by exploiting nonlinear effects, recently techniques such as harmonic imaging and nonlinearity parameter tomography have been put forward. As soon as the pressure amplitude exceeds a certain bound, the classical linear wave equation loses its validity and more general nonlinear versions have to be used. Another characteristic property of ultrasound propagation in human tissue is frequency power law attenuation, leading to fractional derivative damping models in time domain. In this contribution we will first of all dwell on modeling nonlinearity on the one hand and fractional damping on the other hand. Moreover we will give an idea on the challenges in the analysis of the resulting PDEs and discuss some parameter asymptotics. Finally, we address a relevant inverse problems in this context, the above mentioned task of nonlinearity parameter imaging, which leads to a coefficient identification problem for a quasilinear wave equation.",AP_NA,AP;NA,1,1
2502.08043v1,Finite difference alternative WENO schemes with Riemann invariant-based local characteristic decompositions for compressible Euler equations,Yue Wu; Chi-Wang Shu,"The weighted essentially non-oscillatory (WENO) schemes are widely used for hyperbolic conservation laws due to the ability to resolve discontinuities and maintain high-order accuracy in smooth regions at the same time. For hyperbolic systems, the WENO procedure is usually performed on local characteristic variables that are obtained by local characteristic decompositions to avoid oscillation near shocks. However, such decompositions are often computationally expensive. In this paper, we study a Riemann invariant-based local characteristic decomposition for the compressible Euler equations that reduces the cost. We apply the WENO procedure to the local characteristic fields of the Riemann invariants, where the eigenmatrix is sparse and thus the computational cost can be reduced. It is difficult to obtain the cell averages of Riemann invariants from those of the conserved variables due to the nonlinear relation between them, so we only focus on the finite difference alternative WENO versions. The efficiency and non-oscillatory property of the proposed schemes are well demonstrated by our numerical results.",NA,NA,0,1
2502.08035v1,Global Convergence of ESPRIT with Preconditioned First-Order Methods for Spike Deconvolution,Joseph Gabet; Meghna Kalra; Maxime Ferreira Da Costa; Kiryung Lee,"Spike deconvolution is the problem of recovering point sources from their convolution with a known point spread function, playing a fundamental role in many sensing and imaging applications. This paper proposes a novel approach combining ESPRIT with Preconditioned Gradient Descent (PGD) to estimate the amplitudes and locations of the point sources by a non-linear least squares. The preconditioning matrices are adaptively designed to account for variations in the learning process, ensuring a proven super-linear convergence rate. We provide local convergence guarantees for PGD and performance analysis of ESPRIT reconstruction, leading to global convergence guarantees for our method in one-dimensional settings with multiple snapshots, demonstrating its robustness and effectiveness. Numerical simulations corroborate the performance of the proposed approach for spike deconvolution.",NA,NA,0,1
2502.08029v2,Understanding the Kronecker Matrix-Vector Complexity of Linear Algebra,Raphael A. Meyer; William Swartworth; David P. Woodruff,"We study the computational model where we can access a matrix $\mathbf{A}$ only by computing matrix-vector products $\mathbf{A}\mathrm{x}$ for vectors of the form $\mathrm{x} = \mathrm{x}_1 \otimes \cdots \otimes \mathrm{x}_q$. We prove exponential lower bounds on the number of queries needed to estimate various properties, including the trace and the top eigenvalue of $\mathbf{A}$. Our proofs hold for all adaptive algorithms, modulo a mild conditioning assumption on the algorithm's queries. We further prove that algorithms whose queries come from a small alphabet (e.g., $\mathrm{x}_i \in \{\pm1\}^n$) cannot test if $\mathbf{A}$ is identically zero with polynomial complexity, despite the fact that a single query using Gaussian vectors solves the problem with probability 1. In steep contrast to the non-Kronecker case, this shows that sketching $\mathbf{A}$ with different distributions of the same subguassian norm can yield exponentially different query complexities. Our proofs follow from the observation that random vectors with Kronecker structure have exponentially smaller inner products than their non-Kronecker counterparts.",NA,NA,0,1
